mode;car_cost;car_time;car_ok;pass_cost;pass_time;pass_ok;bus_cost;bus_g_time;bus_w_time;bus_time;bus_ok;train_cost;train_g_time;train_w_time;train_time;train_ok;walk_time;walk_ok;bike_time;bike_ok;id
1;47.4;46.68;1;47.4;46.68;1;33.17;45.95;23.72;59.7;1;0;0;0;0;0;372.09;1;175.71;1;1953
3;20.32;30.44;1;20.32;30.44;1;19.58;9.25;9.46;22.98;1;0;0;0;0;0;132.16;1;58.36;1;1954
2;48.84;66.36;1;48.84;66.36;1;0;0;0;0;0;0;0;0;0;0;617.49;1;288.18;1;1955
1;11.07;19.58;1;11.07;19.58;1;19.73;34.67;14.77;4.24;1;0;0;0;0;0;72.6;1;33.96;1;1956
1;26.71;43.68;1;26.71;43.68;1;52.86;17.35;27.69;92.88;1;55.38;21.71;39.41;61.22;1;357.47;1;160.66;1;1957
3;22.7;28.55;1;22.7;28.55;1;18.42;8.77;64.74;71.79;1;17.34;21.15;48.11;34.63;1;302.64;1;141.93;1;1958
1;40.09;49.96;1;40.09;49.96;1;32.56;23.83;7.7;53.11;1;0;0;0;0;0;307.35;1;138.6;1;1959
1;8.38;14.42;1;8.38;14.42;1;0;0;0;0;0;0;0;0;0;0;51.19;1;25.14;1;1960
4;153.44;125.1;1;153.44;125.1;1;40.93;11.45;88.66;259.07;1;40.22;27.38;32.17;118.87;1;0;0;531.06;1;1961
3;6.87;11.91;1;6.87;11.91;1;5.69;9.11;1.83;13.05;1;0;0;0;0;0;45.32;1;21.66;1;1962
1;7.49;17.1;1;7.49;17.1;1;20.06;23.73;6.02;21.23;1;0;0;0;0;0;49.07;1;23.21;1;1963
1;8.08;20.52;1;8.08;20.52;1;0;0;0;0;0;0;0;0;0;0;198.16;1;91.41;1;1964
1;24.63;27.7;1;24.63;27.7;1;38.05;131.57;98.43;142.24;1;39.58;149.02;28.2;24.93;1;295.05;1;141.58;1;1965
3;56.57;35.67;1;56.57;35.67;1;24.82;20.64;54.62;65.76;1;0;0;0;0;0;0;0;201.91;1;1966
2;12.58;15.86;1;12.58;15.86;1;21.1;94.38;16.84;15.74;1;0;0;0;0;0;164.06;1;74.06;1;1967
1;44.61;60.5;1;44.61;60.5;1;116.32;15.28;37.23;70.24;1;0;0;0;0;0;569.69;1;266.33;1;1968
1;11.85;6.81;1;11.85;6.81;1;13.8;15.98;39.77;10.47;1;0;0;0;0;0;78.48;1;35.89;1;1969
1;11.2;25.66;1;11.2;25.66;1;0;0;0;0;0;0;0;0;0;0;79.03;1;35.59;1;1970
1;60.4;81.76;1;60.4;81.76;1;125.6;10.66;125.07;169.07;1;126.73;43.84;117.68;170.46;1;0;0;572.92;1;1971
3;4.16;15.91;1;4.16;15.91;1;24.22;20.77;14.09;16.26;1;0;0;0;0;0;44.5;1;20.7;1;1972
1;65.18;141.25;1;65.18;141.25;1;0;0;0;0;0;47.51;53.75;54.2;152.91;1;0;0;0;0;1973
2;23.49;43.28;1;23.49;43.28;1;0;0;0;0;0;0;0;0;0;0;317.68;1;151.56;1;1974
1;16;29.76;1;16;29.76;1;33.03;17.78;10.63;30.88;1;0;0;0;0;0;119.81;1;56.02;1;1975
1;8.68;6.73;1;8.68;6.73;1;0;0;0;0;0;0;0;0;0;0;54.25;1;26.15;1;1976
1;36.39;61.23;1;36.39;61.23;1;19.43;16.81;26.87;58.93;1;20.12;24.62;22.82;48.75;1;243.07;1;110.11;1;1977
1;5.56;39.83;1;5.56;39.83;1;20.45;39.3;94.41;62.39;1;0;0;0;0;0;246.72;1;115.19;1;1978
1;32.26;18.14;1;32.26;18.14;1;44.65;67.68;56.84;22.72;1;0;0;0;0;0;221.41;1;103.27;1;1979
1;7.86;11.5;1;7.86;11.5;1;0;0;0;0;0;0;0;0;0;0;47.7;1;23.7;1;1980
1;72.6;104.17;1;72.6;104.17;1;39.9;11.16;136.79;248.3;1;38.91;16.53;70.61;134.31;1;0;0;0;0;1981
1;15.61;30.87;1;15.61;30.87;1;0;0;0;0;0;0;0;0;0;0;0;0;183.29;1;1982
1;119.44;70.38;1;119.44;70.38;1;82.11;52.32;43.82;55.39;1;0;0;0;0;0;0;0;358.18;1;1983
1;3.94;11.61;1;3.94;11.61;1;0;0;0;0;0;0;0;0;0;0;21.78;1;10.61;1;1984
1;48.98;73;1;48.98;73;1;0;0;0;0;0;0;0;0;0;0;0;0;301.7;1;1985
1;3.51;12.89;1;3.51;12.89;1;0;0;0;0;0;0;0;0;0;0;24.17;1;11.52;1;1986
1;5.43;28.49;1;5.43;28.49;1;19.54;33.71;10.14;23.5;1;0;0;0;0;0;101.76;1;48.33;1;1987
6;5.95;11.44;1;5.95;11.44;1;0;0;0;0;0;0;0;0;0;0;118.62;1;57.02;1;1988
1;6.31;13.16;1;6.31;13.16;1;0;0;0;0;0;0;0;0;0;0;112.4;1;53.5;1;1989
6;9.13;7.12;1;9.13;7.12;1;0;0;0;0;0;0;0;0;0;0;58.57;1;27.97;1;1990
1;13.02;11.03;1;13.02;11.03;1;16.09;6.59;10.27;21.8;1;0;0;0;0;0;79.09;1;38.84;1;1991
3;24.34;33.67;1;24.34;33.67;1;19.38;13.82;15.15;32.12;1;0;0;0;0;0;149.79;1;73.19;1;1992
1;3.99;17.73;1;3.99;17.73;1;0;0;0;0;0;0;0;0;0;0;23.77;1;10.8;1;1993
1;45.47;50.25;1;45.47;50.25;1;19.47;16.18;26.31;100.5;1;0;0;0;0;0;336.03;1;158.57;1;1994
6;13.95;19.55;1;13.95;19.55;1;29.84;59.01;10.28;3.33;1;0;0;0;0;0;88.34;1;41.12;1;1995
3;70.58;51.1;1;70.58;51.1;1;28.4;78.12;52.98;115.61;1;0;0;0;0;0;476.16;1;221.85;1;1996
1;5.21;22.36;1;5.21;22.36;1;33.37;28.08;27.01;14.25;1;0;0;0;0;0;137.07;1;63.78;1;1997
1;169.52;128.69;1;169.52;128.69;1;0;0;0;0;0;72.65;25.79;110.84;204.9;1;0;0;0;0;1998
1;10.67;12.66;1;10.67;12.66;1;0;0;0;0;0;0;0;0;0;0;142.44;1;62.88;1;1999
1;11.01;8.89;1;11.01;8.89;1;0;0;0;0;0;0;0;0;0;0;74.18;1;33.96;1;2000
1;11.86;24.73;1;11.86;24.73;1;41.37;142.73;54.18;27.74;1;0;0;0;0;0;292.94;1;137.3;1;2001
1;16.92;10.84;1;16.92;10.84;1;14.08;53.07;24.41;14.59;1;0;0;0;0;0;112.59;1;51.22;1;2002
1;43.94;27.46;1;43.94;27.46;1;25.06;51.11;103.48;28.63;1;0;0;0;0;0;305.7;1;150.76;1;2003
1;32.7;19.79;1;32.7;19.79;1;26.61;22.68;180.81;40.72;1;0;0;0;0;0;223.02;1;106.89;1;2004
5;5.5;19.22;1;5.5;19.22;1;0;0;0;0;0;0;0;0;0;0;35.13;1;17.1;1;2005
6;5.05;13.73;1;5.05;13.73;1;24.07;20.71;8.68;6.38;1;0;0;0;0;0;28.62;1;13.29;1;2006
1;4.12;4.45;1;4.12;4.45;1;0;0;0;0;0;0;0;0;0;0;42.6;1;20.56;1;2007
1;47.95;94.89;1;47.95;94.89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2008
1;10.93;20.15;1;10.93;20.15;1;0;0;0;0;0;0;0;0;0;0;71.51;1;33.78;1;2009
1;20.85;23.2;1;20.85;23.2;1;17.21;108.48;14.91;6.75;1;0;0;0;0;0;128.25;1;62.79;1;2010
3;10.78;24.44;1;10.78;24.44;1;19.9;15.25;7.39;19.21;1;0;0;0;0;0;73.74;1;34.16;1;2011
1;20.5;64.11;1;20.5;64.11;1;19.5;26.33;36.26;48.29;1;0;0;0;0;0;254.4;1;121.85;1;2012
6;5.71;14.13;1;5.71;14.13;1;0;0;0;0;0;0;0;0;0;0;38.26;1;17.57;1;2013
1;35.13;26.6;1;35.13;26.6;1;34.7;151.03;88.75;17.38;1;0;0;0;0;0;233.72;1;108.15;1;2014
1;55.02;117.42;1;55.02;117.42;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015
1;8.1;9.43;1;8.1;9.43;1;0;0;0;0;0;0;0;0;0;0;104.51;1;49.39;1;2016
2;4.84;15.71;1;4.84;15.71;1;0;0;0;0;0;0;0;0;0;0;53.27;1;24.56;1;2017
1;16.85;45.28;1;16.85;45.28;1;17.91;108.77;36.77;62.22;1;0;0;0;0;0;257.08;1;123.99;1;2018
1;6.76;5.42;1;6.76;5.42;1;0;0;0;0;0;0;0;0;0;0;39.81;1;18.69;1;2019
2;28.3;20.09;1;28.3;20.09;1;0;0;0;0;0;0;0;0;0;0;185.23;1;85.96;1;2020
1;2.84;3.01;1;2.84;3.01;1;0;0;0;0;0;0;0;0;0;0;27.94;1;13.4;1;2021
1;18.92;11.06;1;18.92;11.06;1;38.22;21.81;63.17;19.19;1;0;0;0;0;0;124.27;1;61.07;1;2022
1;16.84;22.19;1;16.84;22.19;1;0;0;0;0;0;0;0;0;0;0;111.33;1;53.87;1;2023
2;6.35;9.59;1;6.35;9.59;1;18.03;13.13;107.79;11.83;1;0;0;0;0;0;75.55;1;35.39;1;2024
1;70.87;59.36;1;70.87;59.36;1;0;0;0;0;0;30.35;40.19;150.73;96.46;1;0;0;263.42;1;2025
2;14.53;63.27;1;14.53;63.27;1;20.02;13.8;13.37;47.73;1;0;0;0;0;0;187.11;1;86.16;1;2026
1;10.31;24.68;1;10.31;24.68;1;26.52;24.07;22.75;38.17;1;0;0;0;0;0;122.1;1;56.4;1;2027
1;5.74;9.08;1;5.74;9.08;1;9.79;6.65;32.78;38.47;1;10.59;8.47;33.61;38.13;1;78.5;1;37.44;1;2028
1;7.26;22.78;1;7.26;22.78;1;0;0;0;0;0;0;0;0;0;0;90.07;1;43.18;1;2029
5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.47;1;3.06;1;2030
4;81.8;88.51;1;81.8;88.51;1;20;18.73;70.47;147.97;1;21;29.79;39.25;78.58;1;0;0;264.65;1;2031
6;82.62;41.34;1;82.62;41.34;1;58.87;67.38;63.75;65.05;1;0;0;0;0;0;556.84;1;259.26;1;2032
1;5.69;4.7;1;5.69;4.7;1;10.23;30.03;5.19;7.09;1;0;0;0;0;0;30.84;1;15.58;1;2033
1;19.57;33.35;1;19.57;33.35;1;54.94;59.88;32.05;105.95;1;0;0;0;0;0;371.89;1;172.13;1;2034
1;13.55;24.84;1;13.55;24.84;1;25.16;26.58;10.32;23.94;1;0;0;0;0;0;81.78;1;37.99;1;2035
1;14.7;23.21;1;14.7;23.21;1;17.54;43.85;9.39;24.47;1;0;0;0;0;0;91.36;1;44;1;2036
1;45.06;29.02;1;45.06;29.02;1;26.14;43.12;14.27;55.38;1;26.65;44.02;14.76;54;1;292.22;1;138.27;1;2037
1;78.63;44.03;1;78.63;44.03;1;35.1;29.08;102.2;95.54;1;0;0;0;0;0;541.88;1;255.32;1;2038
1;5.33;13.53;1;5.33;13.53;1;0;0;0;0;0;0;0;0;0;0;30.36;1;14.15;1;2039
6;1.26;5.46;1;1.26;5.46;1;0;0;0;0;0;0;0;0;0;0;5.37;1;2.81;1;2040
1;4.21;7.83;1;4.21;7.83;1;0;0;0;0;0;0;0;0;0;0;24.47;1;12.56;1;2041
1;6.42;14.91;1;6.42;14.91;1;29.98;62.33;49.47;20.52;1;0;0;0;0;0;149.53;1;69.45;1;2042
6;7.74;6.6;1;7.74;6.6;1;0;0;0;0;0;0;0;0;0;0;47.85;1;23.16;1;2043
3;33.2;56.54;1;33.2;56.54;1;38.74;4.75;6.83;30.78;1;0;0;0;0;0;205.29;1;101.08;1;2044
2;24.26;50.31;1;24.26;50.31;1;102.38;52.27;112.99;113.55;1;100.61;44.85;229.07;165.59;1;633.54;1;289.34;1;2045
6;10.09;7.77;1;10.09;7.77;1;16.31;41.02;17.44;36.67;1;0;0;0;0;0;62.84;1;30.74;1;2046
1;6.88;16.7;1;6.88;16.7;1;0;0;0;0;0;0;0;0;0;0;42.19;1;20.9;1;2047
1;14.01;8.57;1;14.01;8.57;1;18.94;100.98;12.92;5.04;1;0;0;0;0;0;91.27;1;44.22;1;2048
1;2.92;16;1;2.92;16;1;20.23;17.94;22.87;15.57;1;0;0;0;0;0;34.82;1;16.32;1;2049
1;97.88;95.16;1;97.88;95.16;1;112.28;98.35;107.34;166.87;1;110.06;110.81;410.43;190.27;1;0;0;565.54;1;2050
1;7.39;25.31;1;7.39;25.31;1;0;0;0;0;0;0;0;0;0;0;270.32;1;124.57;1;2051
1;47.01;51.06;1;47.01;51.06;1;44.57;23.52;207.63;100.68;1;0;0;0;0;0;0;0;289;1;2052
1;24.8;74.47;1;24.8;74.47;1;0;0;0;0;0;54.64;134.27;144.42;78.99;1;0;0;313.54;1;2053
1;22.71;65.08;1;22.71;65.08;1;19.47;31.17;10.92;47.32;1;0;0;0;0;0;281.49;1;132.13;1;2054
1;42.92;59.53;1;42.92;59.53;1;19.84;17.77;15.37;68.41;1;0;0;0;0;0;267.73;1;128.79;1;2055
1;88.74;47.8;1;88.74;47.8;1;133.94;24.6;93.69;78.48;1;132.21;26.46;116.73;45.73;1;548.33;1;264.68;1;2056
3;40.41;24.12;1;40.41;24.12;1;23.34;16.82;21.72;41.94;1;23.25;34.76;124.19;20.64;1;275.08;1;133.25;1;2057
1;77.8;78.51;1;77.8;78.51;1;19.91;20.53;19.75;93.13;1;0;0;0;0;0;533.91;1;251.93;1;2058
2;15.82;36.91;1;15.82;36.91;1;0;0;0;0;0;0;0;0;0;0;205.62;1;94.01;1;2059
1;25.75;18.42;1;25.75;18.42;1;0;0;0;0;0;0;0;0;0;0;171.58;1;78.5;1;2060
6;9.28;7.33;1;9.28;7.33;1;0;0;0;0;0;0;0;0;0;0;58.97;1;27.81;1;2061
6;5.28;4.82;1;5.28;4.82;1;13.28;27.19;16.01;8.41;1;0;0;0;0;0;34.11;1;15.91;1;2062
1;132.79;93.65;1;132.79;93.65;1;0;0;0;0;0;38.76;29.71;123.07;126.75;1;0;0;0;0;2063
1;30.59;37.11;1;30.59;37.11;1;54.07;77.27;177.08;54.43;1;0;0;0;0;0;398.38;1;195.26;1;2064
1;85.71;61.54;1;85.71;61.54;1;0;0;0;0;0;0;0;0;0;0;735.55;1;345.41;1;2065
2;24.99;52.68;1;24.99;52.68;1;33.99;44.09;35.3;57.79;1;0;0;0;0;0;0;0;179.57;1;2066
1;6.85;9.09;1;6.85;9.09;1;0;0;0;0;0;0;0;0;0;0;85.71;1;41.02;1;2067
2;9.6;12.07;1;9.6;12.07;1;39.37;15.57;88.53;22.41;1;0;0;0;0;0;121.99;1;56.74;1;2068
1;4.5;26.81;1;4.5;26.81;1;20.17;14.29;4.79;9.88;1;0;0;0;0;0;49.57;1;22.63;1;2069
1;60.12;38.67;1;60.12;38.67;1;24.79;76.16;133.55;122.22;1;0;0;0;0;0;0;0;225.91;1;2070
1;47.56;34.39;1;47.56;34.39;1;25.44;72.44;29.16;53.02;1;0;0;0;0;0;370.48;1;166.85;1;2071
3;1.86;14.95;1;1.86;14.95;1;19.39;12.2;14.34;10.52;1;0;0;0;0;0;31.61;1;15.1;1;2072
1;4.74;18.77;1;4.74;18.77;1;24.02;40.6;25.86;19.1;1;0;0;0;0;0;56.9;1;27.46;1;2073
1;30.98;84.85;1;30.98;84.85;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2074
1;29.16;37.58;1;29.16;37.58;1;46.24;56.03;63.28;60.89;1;0;0;0;0;0;369.27;1;177.03;1;2075
1;12.6;28.74;1;12.6;28.74;1;20.9;28.67;69.89;31.54;1;0;0;0;0;0;154.56;1;74.18;1;2076
1;8.58;16.92;1;8.58;16.92;1;31.34;27.84;34.21;44.97;1;0;0;0;0;0;153.52;1;72.55;1;2077
1;4.55;27.4;1;4.55;27.4;1;30.49;14.73;12.23;27.08;1;0;0;0;0;0;97.25;1;46.85;1;2078
2;2.31;18.35;1;2.31;18.35;1;24.37;19.59;28.44;12.47;1;0;0;0;0;0;60.19;1;28.17;1;2079
1;13.44;21.77;1;13.44;21.77;1;0;0;0;0;0;0;0;0;0;0;85.57;1;39.94;1;2080
3;8.9;33.68;1;8.9;33.68;1;19.95;17.67;13.33;37.21;1;0;0;0;0;0;100.45;1;51.09;1;2081
3;40.83;53.63;1;40.83;53.63;1;19.76;20.52;20.47;55.75;1;0;0;0;0;0;268.04;1;123.98;1;2082
1;18.46;40.23;1;18.46;40.23;1;32.94;172.23;29.9;52.31;1;0;0;0;0;0;241.33;1;107.75;1;2083
2;10.66;25.65;1;10.66;25.65;1;30.31;54.45;76.5;58.37;1;29.86;54.78;93.17;24.05;1;146.15;1;69.44;1;2084
3;17.48;27.03;1;17.48;27.03;1;26.06;22.73;9.88;34.86;1;0;0;0;0;0;111.44;1;52.69;1;2085
1;5.3;4.01;1;5.3;4.01;1;0;0;0;0;0;0;0;0;0;0;31.7;1;15.75;1;2086
1;16.29;9.78;1;16.29;9.78;1;35.51;100.18;40.26;5.05;1;0;0;0;0;0;104.28;1;49.58;1;2087
1;58.89;35.19;1;58.89;35.19;1;0;0;0;0;0;0;0;0;0;0;389.7;1;186.95;1;2088
2;10.57;30.58;1;10.57;30.58;1;31.91;24.78;13.29;40.58;1;0;0;0;0;0;123.41;1;58.82;1;2089
1;49.64;27.03;1;49.64;27.03;1;27.32;37.73;27.56;47.24;1;0;0;0;0;0;0;0;176.65;1;2090
1;2.91;8;1;2.91;8;1;0;0;0;0;0;0;0;0;0;0;64.5;1;30.69;1;2091
6;3.9;4.26;1;3.9;4.26;1;0;0;0;0;0;0;0;0;0;0;19.64;1;10.28;1;2092
4;34.01;54.31;1;34.01;54.31;1;20.25;30.71;21.82;49.1;1;19.77;34.73;22.44;31.85;1;220.73;1;104.51;1;2093
1;3.19;11.02;1;3.19;11.02;1;20.37;12.67;22.09;4.32;1;0;0;0;0;0;20.15;1;9.83;1;2094
2;8.8;18.8;1;8.8;18.8;1;0;0;0;0;0;0;0;0;0;0;53.06;1;25.4;1;2095
3;19.72;64.06;1;19.72;64.06;1;20.54;20.02;9.86;27.38;1;0;0;0;0;0;125.37;1;58.14;1;2096
1;89.2;106.65;1;89.2;106.65;1;107.18;58.52;198.88;200.29;1;0;0;0;0;0;0;0;569.93;1;2097
2;15.18;15.97;1;15.18;15.97;1;47.7;46.19;110.2;30.8;1;0;0;0;0;0;187.89;1;93.03;1;2098
1;15.84;28.84;1;15.84;28.84;1;34.9;32.18;39.62;66.7;1;0;0;0;0;0;198.01;1;90.45;1;2099
4;49.15;84.35;1;49.15;84.35;1;20.08;25.52;22.71;83.76;1;20.14;32.64;18.61;47.08;1;326.01;1;155.4;1;2100
1;5.28;29.13;1;5.28;29.13;1;0;0;0;0;0;0;0;0;0;0;148.2;1;70.24;1;2101
1;14.69;25.52;1;14.69;25.52;1;20.43;11.94;19;18.88;1;0;0;0;0;0;97.06;1;45.06;1;2102
2;3.03;5.6;1;3.03;5.6;1;0;0;0;0;0;0;0;0;0;0;37.28;1;17.5;1;2103
1;37.47;69.29;1;37.47;69.29;1;19.59;13.87;29.64;90.36;1;0;0;0;0;0;286.69;1;132;1;2104
1;39;26.53;1;39;26.53;1;54.27;80.44;180.25;72.91;1;0;0;0;0;0;251.99;1;114.99;1;2105
1;46.97;59.59;1;46.97;59.59;1;70.81;170;96.3;113.72;1;0;0;0;0;0;0;0;294.37;1;2106
1;6.48;23.14;1;6.48;23.14;1;24.92;35.38;7.18;21.58;1;0;0;0;0;0;83.54;1;37.82;1;2107
1;16.1;11.55;1;16.1;11.55;1;0;0;0;0;0;0;0;0;0;0;99.83;1;48.17;1;2108
2;2.63;7.43;1;2.63;7.43;1;0;0;0;0;0;0;0;0;0;0;50.08;1;22.74;1;2109
1;54.55;58.26;1;54.55;58.26;1;19.88;22.55;31.79;96.78;1;20.24;20.35;23.76;64.32;1;359.27;1;172.28;1;2110
3;13.47;27.4;1;13.47;27.4;1;20.83;20.6;7.46;16.11;1;0;0;0;0;0;91.1;1;43.08;1;2111
1;43.22;50.7;1;43.22;50.7;1;33.23;22.47;38.48;85.18;1;0;0;0;0;0;0;0;340.66;1;2112
2;54.64;68.81;1;54.64;68.81;1;37.85;98.08;105.08;113.71;1;0;0;0;0;0;0;0;0;0;2113
1;7.82;8.3;1;7.82;8.3;1;0;0;0;0;0;0;0;0;0;0;51.41;1;24.67;1;2114
6;2.07;11.96;1;2.07;11.96;1;0;0;0;0;0;0;0;0;0;0;18.99;1;8.59;1;2115
1;5.69;8.79;1;5.69;8.79;1;0;0;0;0;0;0;0;0;0;0;68.63;1;32.94;1;2116
6;6.68;14.22;1;6.68;14.22;1;19.16;19.83;7.31;4.68;1;0;0;0;0;0;40.34;1;18.55;1;2117
2;111.72;107.58;1;111.72;107.58;1;0;0;0;0;0;146.43;46.57;77.19;201.63;1;0;0;0;0;2118
1;13.35;7.8;1;13.35;7.8;1;0;0;0;0;0;0;0;0;0;0;78.86;1;37.5;1;2119
1;51.93;30.14;1;51.93;30.14;1;0;0;0;0;0;0;0;0;0;0;0;0;174.38;1;2120
1;16.97;36.26;1;16.97;36.26;1;40.6;67.23;60.38;29;1;0;0;0;0;0;207.44;1;99.24;1;2121
1;6.47;14.65;1;6.47;14.65;1;0;0;0;0;0;0;0;0;0;0;40.09;1;18.6;1;2122
3;17.41;29.54;1;17.41;29.54;1;19.65;19.16;19.65;26.09;1;0;0;0;0;0;108.13;1;47.76;1;2123
1;5.39;20;1;5.39;20;1;0;0;0;0;0;0;0;0;0;0;104.24;1;51.16;1;2124
1;13.41;23.03;1;13.41;23.03;1;20.24;16.77;52.57;37.88;1;0;0;0;0;0;91.74;1;43.29;1;2125
1;14.85;51.17;1;14.85;51.17;1;42.2;26.68;68.44;69.26;1;0;0;0;0;0;0;0;187.32;1;2126
1;49.62;64.29;1;49.62;64.29;1;0;0;0;0;0;0;0;0;0;0;607.97;1;288.16;1;2127
1;22.02;29.44;1;22.02;29.44;1;19.94;18.96;14.5;24.81;1;0;0;0;0;0;136.7;1;64.77;1;2128
1;5.77;7.83;1;5.77;7.83;1;0;0;0;0;0;0;0;0;0;0;38.03;1;18.02;1;2129
1;14.55;41.71;1;14.55;41.71;1;28.41;20.21;22.34;48.99;1;0;0;0;0;0;181.25;1;81.65;1;2130
4;0;0;0;0;0;0;10.03;13.73;2.37;17.67;1;9.66;15.5;2.89;13.98;1;76.69;1;34.6;1;2131
1;18;22.13;1;18;22.13;1;0;0;0;0;0;0;0;0;0;0;231.57;1;104.73;1;2132
1;14.97;25.55;1;14.97;25.55;1;24.72;58.06;31.48;16.63;1;0;0;0;0;0;92.3;1;42.83;1;2133
6;12.37;8.38;1;12.37;8.38;1;25.59;71.21;16.19;4.04;1;0;0;0;0;0;77.51;1;37.58;1;2134
1;11.24;32.01;1;11.24;32.01;1;18.89;28.1;44.34;43.01;1;0;0;0;0;0;222.27;1;102.04;1;2135
2;5.43;8.68;1;5.43;8.68;1;0;0;0;0;0;0;0;0;0;0;64.5;1;31.91;1;2136
6;5.61;13.58;1;5.61;13.58;1;0;0;0;0;0;0;0;0;0;0;35.43;1;16.91;1;2137
5;6.9;5.16;1;6.9;5.16;1;0;0;0;0;0;0;0;0;0;0;42.72;1;19.87;1;2138
1;4.83;4.14;1;4.83;4.14;1;0;0;0;0;0;0;0;0;0;0;31.22;1;13.63;1;2139
1;9.08;15.43;1;9.08;15.43;1;24.38;20.75;42.49;14.37;1;0;0;0;0;0;58.22;1;27.43;1;2140
6;7.63;22.53;1;7.63;22.53;1;25.28;20.73;31.78;24.77;1;0;0;0;0;0;94.03;1;45.8;1;2141
3;0;0;0;0;0;0;45.73;48.19;22.74;10.65;1;0;0;0;0;0;122.89;1;56.43;1;2142
2;8.96;11.77;1;8.96;11.77;1;25.53;52.8;45.06;20.96;1;0;0;0;0;0;104.59;1;49.06;1;2143
1;15.84;23.3;1;15.84;23.3;1;35.09;47.33;57.06;46.2;1;0;0;0;0;0;209.36;1;101.49;1;2144
1;16.28;18.16;1;16.28;18.16;1;33.29;18.14;75.39;27.7;1;0;0;0;0;0;208.18;1;98.17;1;2145
1;22.19;41.46;1;22.19;41.46;1;0;0;0;0;0;0;0;0;0;0;289.3;1;129.67;1;2146
1;6.04;16.9;1;6.04;16.9;1;15.07;5.74;2.85;17.95;1;0;0;0;0;0;73.36;1;36.4;1;2147
3;8.46;25.7;1;8.46;25.7;1;5.12;6.91;4.73;15.22;1;0;0;0;0;0;49.86;1;23.34;1;2148
1;17.91;35.55;1;17.91;35.55;1;33.3;40.71;17.38;52.46;1;0;0;0;0;0;241.52;1;114.05;1;2149
3;24.55;28.4;1;24.55;28.4;1;20.45;10.01;6.1;24.36;1;0;0;0;0;0;153.21;1;71.37;1;2150
6;5.28;21.32;1;5.28;21.32;1;24.58;15.41;8.18;16.66;1;0;0;0;0;0;57.52;1;28.04;1;2151
1;18.53;28.18;1;18.53;28.18;1;30.63;47.37;29.28;14.94;1;0;0;0;0;0;114.15;1;55.09;1;2152
2;1.24;13.99;1;1.24;13.99;1;0;0;0;0;0;0;0;0;0;0;28.98;1;13.93;1;2153
2;20.67;45.49;1;20.67;45.49;1;0;0;0;0;0;0;0;0;0;0;262.75;1;121.43;1;2154
1;11.46;20.78;1;11.46;20.78;1;20.38;34.82;8.46;4.44;1;0;0;0;0;0;71.67;1;33.5;1;2155
1;3.06;13.38;1;3.06;13.38;1;0;0;0;0;0;0;0;0;0;0;36.4;1;17.16;1;2156
1;3.42;4.26;1;3.42;4.26;1;0;0;0;0;0;0;0;0;0;0;20.29;1;9.3;1;2157
1;3.05;1.26;1;3.05;1.26;1;6.81;19.89;25.35;21.08;1;6.67;10.58;25.68;21.9;1;15.05;1;7.3;1;2158
1;30.28;33.19;1;30.28;33.19;1;20.32;18.06;49.97;108.56;1;20.53;21.05;40.75;70.87;1;213.97;1;98.63;1;2159
6;8.98;6.47;1;8.98;6.47;1;0;0;0;0;0;0;0;0;0;0;56.48;1;26.69;1;2160
1;17.91;31.46;1;17.91;31.46;1;0;0;0;0;0;0;0;0;0;0;222.29;1;106.43;1;2161
1;5.59;8.39;1;5.59;8.39;1;13.77;13.72;7.87;18.04;1;0;0;0;0;0;37.54;1;18.51;1;2162
6;13.52;30.7;1;13.52;30.7;1;32.33;15.83;6.2;23.74;1;0;0;0;0;0;116.63;1;55.38;1;2163
1;6.81;25.55;1;6.81;25.55;1;16.46;16.07;19.66;25.73;1;0;0;0;0;0;86.52;1;40.86;1;2164
1;6.51;14.58;1;6.51;14.58;1;19.64;25.75;11.01;42.99;1;0;0;0;0;0;76.96;1;35.77;1;2165
1;70.72;47.53;1;70.72;47.53;1;0;0;0;0;0;0;0;0;0;0;477.84;1;220.57;1;2166
1;24.08;55.37;1;24.08;55.37;1;93.34;61.11;70.89;98.43;1;0;0;0;0;0;0;0;208.68;1;2167
1;11.12;8.8;1;11.12;8.8;1;0;0;0;0;0;0;0;0;0;0;71.82;1;34.21;1;2168
3;21.02;51.48;1;21.02;51.48;1;19.71;20.02;5.56;26.53;1;0;0;0;0;0;140;1;67.75;1;2169
2;10.73;23.67;1;10.73;23.67;1;0;0;0;0;0;0;0;0;0;0;208.51;1;96.76;1;2170
1;2.23;1.71;1;2.23;1.71;1;10.42;6.36;7.37;2.74;1;0;0;0;0;0;9.46;1;4.26;1;2171
1;3.79;20.09;1;3.79;20.09;1;0;0;0;0;0;0;0;0;0;0;72.54;1;33.03;1;2172
1;5.57;20.38;1;5.57;20.38;1;28.59;12.63;14.56;18.95;1;0;0;0;0;0;72.19;1;33.79;1;2173
6;46.5;44.99;1;46.5;44.99;1;19.59;18.47;78.31;97.18;1;20.46;18.14;92.1;26.26;1;344.03;1;167;1;2174
